n,search_params,params,build_ndc,build_ms,recall_mean,ndc_mean,time_ms_mean
100000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",89573444,31561.780076000003,0.868,1055.180,0.430
100000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",86374980,31819.925047,0.871,997.523,0.426
200000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",189120020,69783.207134,0.844,1106.510,0.467
200000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",180274979,71444.653508,0.829,1042.010,0.462
200000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",186492950,67448.968945,0.861,1064.253,0.453
200000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",179186087,71384.265663,0.838,1013.013,0.456
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,921.037837,0.948,864.633,0.168
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",787247,79.174088,0.269,305.373,0.087
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1068773,120.44039,0.703,503.263,0.147
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomSubsetOfSubset }",4957832,427.166313,0.535,469.363,0.127
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1062574,111.41487,0.689,498.817,0.145
30000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",23536986,4971.624838000001,0.922,966.317,0.271
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",3166771,336.40759199999997,0.221,381.457,0.132
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",4324694,573.3695690000001,0.639,585.693,0.217
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomSubsetOfSubset }",42459847,5263.14978,0.412,464.353,0.158
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",4313400,524.677822,0.616,568.947,0.210
30000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",23536986,5380.381404999999,0.922,966.317,0.283
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",4834211,484.639894,0.237,366.070,0.136
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",5907225,718.419627,0.655,557.867,0.245
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomSubsetOfSubset }",44060855,6535.872805,0.455,461.453,0.195
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",5889926,666.081801,0.627,540.213,0.240
30000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",23536986,5122.393122,0.922,966.317,0.336
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",5225579,579.9810359999999,0.221,418.407,0.154
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",6712620,964.080587,0.692,704.977,0.328
30000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",6625288,843.2734379999999,0.670,695.187,0.277
200000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",186492950,70450.667699,0.861,1064.253,0.446
200000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",35487051,6498.942896,0.117,516.243,0.291
200000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",52181616,12287.438541,0.607,985.557,0.556
200000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",51339129,10949.733532,0.601,979.730,0.551
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,917.595275,0.948,864.633,0.162
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1253214,122.87425400000001,0.266,356.647,0.102
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1620706,178.93910599999998,0.781,619.497,0.181
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 16, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1600098,163.76247999999998,0.763,608.653,0.179
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,915.40113,0.948,864.633,0.168
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1317377,131.26459300000002,0.253,378.097,0.110
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1749805,200.211984,0.794,705.513,0.212
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1720024,183.063571,0.778,703.763,0.212
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,992.883339,0.948,864.633,0.182
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1147251,109.779584,0.269,308.133,0.092
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1409917,152.636241,0.734,470.647,0.144
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 10, neg_fraction: 0.3, keep_fraction: 0.2, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1406554,142.765436,0.724,467.683,0.137
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,961.557343,0.948,864.633,0.170
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1317377,133.16136,0.253,378.097,0.110
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1749805,203.578947,0.794,705.513,0.216
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1720024,185.43715999999998,0.778,703.763,0.217
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,951.6024480000001,0.948,864.633,0.170
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,149.275966,0.253,378.503,0.111
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078049,244.858384,0.830,739.717,0.221
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 3, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2024652,222.907624,0.811,726.297,0.222
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,927.5696439999999,0.948,864.633,0.165
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 5, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,143.409152,0.253,378.503,0.108
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 5, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078048,235.67557299999999,0.830,739.717,0.223
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 5, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2014000,201.969926,0.783,710.193,0.223
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,971.098687,0.948,864.633,0.172
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 10, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,146.20462,0.253,378.503,0.111
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 10, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078051,242.29874,0.830,739.717,0.227
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 10, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2065235,200.284353,0.752,703.327,0.207
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,951.092705,0.948,864.633,0.168
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 1, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,149.75069299999998,0.253,378.503,0.111
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 1, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078048,258.97454,0.830,739.717,0.225
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 1, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2101987,251.824733,0.830,739.717,0.226
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,953.375321,0.948,864.633,0.171
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 2, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,147.728038,0.253,378.503,0.116
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 2, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078046,242.685643,0.830,739.717,0.232
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 2, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2057526,227.077006,0.823,738.957,0.231
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,1009.7038490000001,0.948,864.633,0.173
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1453380,151.57029,0.253,378.503,0.110
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",2078048,246.032696,0.830,739.717,0.222
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.4, keep_fraction: 0.3, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2022284,216.602755,0.810,720.600,0.223
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,932.665575,0.948,864.633,0.172
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.1, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1044093,105.785008,0.249,369.487,0.113
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.1, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1147626,126.24189799999999,0.580,583.110,0.183
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.1, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1131476,115.14446000000001,0.581,579.873,0.177
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,967.877305,0.948,864.633,0.169
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.7, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1858588,191.604102,0.253,378.670,0.111
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.7, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",3107739,385.687666,0.889,804.550,0.244
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.7, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",2980862,326.168613,0.855,768.347,0.231
50000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",41744882,10460.712307,0.915,1012.717,0.399
50000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",8508000,1395.125299,0.170,482.807,0.273
50000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",12029976,2637.752236,0.679,911.587,0.523
50000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",11741432,2267.076162,0.650,886.377,0.506
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,1044.887368,0.948,864.633,0.186
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",1317377,142.472397,0.253,378.097,0.120
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1749805,226.963517,0.794,705.513,0.229
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1710244,192.77975,0.755,691.137,0.216
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,1015.36703,0.948,864.633,0.178
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",949440,103.188858,0.240,370.930,0.116
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1418500,179.784211,0.760,731.630,0.240
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 128, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1370688,162.930351,0.721,714.840,0.230
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,945.12954,0.948,864.633,0.167
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",744072,82.600138,0.214,358.003,0.105
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214960,158.005258,0.700,770.650,0.234
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,128.97362900000002,0.679,737.937,0.223
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,971.399378,0.948,864.633,0.172
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToPosCenterAndBack }",744072,84.08970000000001,0.214,358.003,0.106
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214956,156.04825499999998,0.700,770.640,0.239
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 4, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 10, distance: Dot }",4111933,477.000674,0.947,1357.403,0.239
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,130.51437099999998,0.679,737.937,0.222
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,975.205156,0.948,864.633,0.211
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 4, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 10, distance: Dot }",4111933,552.1180909999999,0.947,1357.403,0.242
